"tblCodeID_Species","ScientificName","AphiaID","ITSN","NODC","tblCodeID_Kingdom","tblCodeID_Phylum","tblCodeID_Class","tblCodeID_Order","tblCodeID_Family","tblCodeID_Genus","tblCodeID_Vernacular","Kingdom","Phylum","Class","Order","Family","Genus","Species","Vernacular","Authority"
8702,"TRICHOTRIA",134946,NA,NA,873,882,976,1152,134896,NA,NA,"Animalia","Rotifera","Eurotatoria","Ploima","Trichotriidae","","Trichotria","","Bory De St. Vincent, 1827"
8703,"BRYOZOA",146142,NA,NA,873,892,NA,NA,NA,NA,135160,"Animalia","Bryozoa","","","","","Bryozoa","sea mats",""
8704,"Dinobryon facula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8705,"Calliacantha",105506,NA,NA,870,886,991,1038,3650,2826,NA,"Protozoa","Sarcomastigophora","Zoomastigophora","Choanoflagellida","Acanthoecidae","Calliacantha","Calliacantha","","Leadbeater, 1978"
8706,"Quadrigula closterioides",178948,NA,NA,874,895,929,NA,134814,3464,NA,"Plantae","Chlorophyta","Chlorophyceae","","Ankistrodesmaceae","Quadrigula","Quadrigula closterioides","","(Bohlin) Printz, 1915"
8707,"Scenedesmus brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8708,"Woronichinia karelica",177492,NA,NA,871,910,926,1186,3933,3640,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Merismopediaceae","Woronichinia","Woronichinia karelica","","Komárek & Komárková-Legnerová, 1992"
8709,"Limnodromus griseus",158955,NA,NA,873,890,960,1031,134885,134945,135172,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limnodromus","Limnodromus griseus","short-billed dowitcher","(Gmelin, 1789)"
8710,"Mesocyclops leuckarti",234061,NA,NA,873,903,957,1050,3786,134954,NA,"Animalia","Arthropoda","Maxillopoda","Cyclopoida","Cyclopidae","Mesocyclops","Mesocyclops leuckarti","","(Claus, 1857)"
8711,"Pseudanabaena mucicola",177592,NA,NA,871,910,926,6579,4062,3446,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Pseudanabaenales","Pseudanabaenaceae","Pseudanabaena","Pseudanabaena mucicola","","(Naumann & Huber-Pestalozzi) Bourrelly, 1970"
8712,"Bythotrepes longimanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8713,"POLYARTEMIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8714,"BYTHOTREPES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8715,"ROTATORIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8716,"Sagitta setosa",154107,NA,NA,873,881,995,1009,4085,3487,NA,"Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","Sagitta setosa","","J. Müller, 1847"
8717,"Amphidinium carterae",109723,NA,NA,872,915,933,1085,3856,2730,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Amphidinium","Amphidinium carterae","","Hulburt, 1957"
8718,"Aphanothece paralleliformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8719,"Chaetoceros seriacanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8720,"Closterium aciculare",572006,NA,NA,874,134773,969,1205,134828,2882,NA,"Plantae","Streptophyta","Zygnematophyceae","Zygnematales","Closteriaceae","Closterium","Closterium aciculare","","T.West, 1860"
8721,"Crucigeniella rectangularis",447750,NA,NA,874,895,943,NA,NA,2907,NA,"Plantae","Chlorophyta","Trebouxiophyceae","","","Crucigeniella","Crucigeniella rectangularis","","(Nägeli) Komárek, 1974"
8722,"Eudorina unicocca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8723,"Eutintinnus   ",183543,NA,NA,872,898,964,1199,NA,NA,NA,"Chromista","Ciliophora","Spirotrichea","Tintinnida","","","Eutintinnus","","Kofoid & Campbell, 1939"
8724,"Gonyaulax polygramma",110035,NA,NA,872,915,933,8116,3855,3061,NA,"Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma","","Stein, 1883"
8725,"Gonyaulax scrippsae",110039,NA,NA,872,915,933,8116,3855,3061,NA,"Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax scrippsae","","Kofoid, 1911"
8726,"Halosphaera viridis",134546,NA,NA,874,895,955,1158,4071,NA,NA,"Plantae","Chlorophyta","Prasinophyceae","Pyramimonadales","Pyramimonadaceae","","Halosphaera viridis","","Schmitz, 1878"
8727,"Helicostomella fusiformis  ",417184,NA,NA,872,898,964,1199,3936,3079,NA,"Chromista","Ciliophora","Spirotrichea","Tintinnida","Metacylididae","Helicostomella","Helicostomella fusiformis","","(Meunier) Jorgensen, 1924"
8728,"Koliella spiculiformis",248127,NA,NA,874,895,943,134786,134849,3118,NA,"Plantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Koliellaceae","Koliella","Koliella spiculiformis","","(Vischer) Hindák, 1963"
8729,"Lobocystis planctonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8730,"Pediastrum kawraiskyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8731,"Peridinium inconspicuum",110188,NA,NA,872,915,933,1147,4015,3372,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium inconspicuum","","Lemmermann, 1899"
8732,"Protoperidinium pentagonum",110247,NA,NA,872,915,933,1147,4059,3442,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pentagonum","","(Gran, 1902) Balech, 1974"
8733,"Pyramimonadales   ",17330,NA,NA,874,895,955,1158,NA,NA,NA,"Plantae","Chlorophyta","Prasinophyceae","Pyramimonadales","","","Pyramimonadales","",""
8734,"Pyramimonas  longicauda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8735,"Salpingella acuminata  ",417228,NA,NA,872,898,964,1199,NA,NA,NA,"Chromista","Ciliophora","Spirotrichea","Tintinnida","","","Salpingella acuminata","","(Claparede & Lachmann, 1858) Jorgensen, 1924"
8736,"Strombidium   ",101195,NA,NA,872,898,964,1184,4127,NA,NA,"Chromista","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","","Strombidium","","Claparède & Lachmann, 1859"
8737,"Tetrastrum",162934,NA,NA,874,895,929,NA,4089,3578,NA,"Plantae","Chlorophyta","Chlorophyceae","","Scenedesmaceae","Tetrastrum","Tetrastrum","","R. Chodat, 1895"
8738,"Tiarina fusus  ",247943,NA,NA,872,898,134781,134807,134833,134997,NA,"Chromista","Ciliophora","Prostomatea","Prorodontida","Colepidae","Tiarina","Tiarina fusus","","Bergh, 1881"
8739,"Tintinnopsis beroidea  ",163782,NA,NA,872,898,964,1199,3769,3594,NA,"Chromista","Ciliophora","Spirotrichea","Tintinnida","Codonellidae","Tintinnopsis","Tintinnopsis beroidea","","Stein, 1867"
8740,"Aulacoseira granulata v. angustissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8741,"Azadinium spinosum",391509,NA,NA,872,915,933,1147,8114,134914,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniales incertae sedis","Azadinium","Azadinium spinosum","","Elbrächter & Tillmann, 2009"
8742,"Cryptomonas obovata",572014,NA,NA,872,888,973,1047,3782,2909,NA,"Chromista","Cryptophyta","Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas","Cryptomonas obovata","","Czosnowski, 1948"
8743,"Desmodesmus communis",576237,NA,NA,874,895,929,NA,4089,2935,NA,"Plantae","Chlorophyta","Chlorophyceae","","Scenedesmaceae","Desmodesmus","Desmodesmus communis","","(E.Hegewald) E.Hegewald"
8744,"Desmodesmus intermedius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8745,"Diplopelta   ",109535,NA,NA,872,915,933,1147,4059,2957,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Diplopelta","Diplopelta","","Stein, 1883 ex Jørgensen, 1912"
8746,"Gymnodinium ostenfeldii",109819,NA,NA,872,915,933,1085,3856,3066,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium ostenfeldii","","Schiller, 1928"
8747,"Heterocapsa arctica ssp. frigida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8748,"Kofoidinium velleloides  ",109920,NA,NA,872,915,933,1123,134848,134939,NA,"Chromista","Myzozoa","Dinophyceae","Noctilucales","Kofoidiniaceae","Kofoidinium","Kofoidinium velleloides","","Pavillard, 1928"
8749,"Lennoxia faveolata",549205,NA,NA,872,902,135739,134792,134836,134942,NA,"Chromista","Ochrophyta","Diatomeae","Cymatosirales","Cymatosiraceae","Lennoxia","Lennoxia faveolata","","H.A.Thomsen & K.R.Buck, 1993"
8750,"Navicula transitans derasa ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8751,"Oxytoxum gracile  ",233870,NA,NA,872,915,933,1147,3993,3334,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum gracile","","Schiller, 1937"
8752,"Peridinium quinquecorne",233804,NA,NA,872,915,933,1147,4015,3372,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium quinquecorne","","Abé, 1927"
8753,"Prorocentrum redfieldii",110310,NA,NA,872,915,933,1154,4057,3439,NA,"Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum redfieldii","","Bursa, 1959"
8754,"Protoperidinium denticulatum",110216,NA,NA,872,915,933,1147,4059,3442,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium denticulatum","","(Gran & Braarud) Balech, 1974"
8755,"Pseudosolenia calcar-avis",163344,NA,NA,872,902,135739,1162,4078,134984,NA,"Chromista","Ochrophyta","Diatomeae","Rhizosoleniales","Rhizosoleniaceae","Pseudosolenia","Pseudosolenia calcar-avis","","(Schultze) Sundström, 1986"
8756,"Pterosperma",160595,NA,NA,874,895,955,1158,4071,NA,NA,"Plantae","Chlorophyta","Prasinophyceae","Pyramimonadales","Pyramimonadaceae","","Pterosperma","","Pochet, 1893"
8757,"Rhizosolenia",149069,NA,NA,872,902,135739,1162,4078,3471,NA,"Chromista","Ochrophyta","Diatomeae","Rhizosoleniales","Rhizosoleniaceae","Rhizosolenia","Rhizosolenia","","Brightwell, 1858"
8758,"Rhizosoleniaceae   ",149068,NA,NA,872,902,135739,1162,4078,NA,NA,"Chromista","Ochrophyta","Diatomeae","Rhizosoleniales","Rhizosoleniaceae","","Rhizosoleniaceae","","De Toni, 1890"
8759,"Stenosemella   ",178825,NA,NA,872,898,964,1199,134831,NA,NA,"Chromista","Ciliophora","Spirotrichea","Tintinnida","Codonellopsidae","","Stenosemella","","Jörgensen, 1924"
8760,"Thalassiosira delicatula  ",345533,NA,NA,872,902,135739,1197,4145,3581,NA,"Chromista","Ochrophyta","Diatomeae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira delicatula","","Hustedt, 1958"
8761,"Lineus ruber",122536,NA,NA,873,6895,922,NA,3906,134946,135137,"Animalia","Nemertea","Anopla","","Lineidae","Lineus","Lineus ruber","red ribbon worm","(Müller, 1774)"
8762,"PERIGONIMUS",151879,NA,NA,873,911,968,1007,134820,NA,NA,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Bougainvilliidae","","Perigonimus","","M. Sars, 1846"
8763,"Ceratium arietinum  ",109929,NA,NA,872,915,933,8116,3742,2847,NA,"Chromista","Myzozoa","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium arietinum","","Cleve, 1900"
8764,"Chrysochromulina pringsheimi  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8765,"Oscillatoria   ",146549,NA,NA,871,910,926,1135,3989,8119,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Oscillatoriales","Oscillatoriaceae","Oscillatoria","Oscillatoria","","Vaucher ex Gomont, 1892"
8766,"Chaetoceros radicans  ",163112,NA,NA,872,902,6577,1029,3746,2853,NA,"Chromista","Ochrophyta","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros radicans","","Schütt, 1895"
8767,"Peridinium oblongum  ",156525,NA,NA,872,915,933,1147,4015,3372,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium oblongum","",""
8768,"Amphioxides pelagicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8769,"Anabaena flos-aquae f. lemmermannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8770,"MONAS",248133,NA,NA,872,902,944,1128,3756,NA,NA,"Chromista","Ochrophyta","Synurophyceae","Ochromonadales","Chromulinaceae","","Monas","","O.F. Müller, 1773"
8771,"PYRAMIDOMONAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8772,"Scourfieldia complanata",375685,NA,NA,874,895,988,134809,134887,NA,NA,"Plantae","Chlorophyta","Pedinophyceae","Scourfieldiales","Scourfieldiaceae","","Scourfieldia complanata","","G.S. West, 1912"
8773,"Amphidinium carteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8774,"AMPHITHOPSIS",101508,NA,NA,873,903,975,1003,3721,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","","Amphithopsis","","Boeck, 1861"
8775,"Cocconeis scutellum",149376,NA,NA,872,902,135739,998,3768,2884,NA,"Chromista","Ochrophyta","Diatomeae","Achnanthales","Cocconeidaceae","Cocconeis","Cocconeis scutellum","","Ehrenberg, 1838"
8776,"COLACIUM",249706,NA,NA,870,134772,NA,1069,3825,NA,NA,"Protozoa","Euglenozoa","","Euglenales","Euglenaceae","","Colacium","",""
8777,"Gymnodinium abbreviatum",109777,NA,NA,872,915,933,1085,3856,3066,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium abbreviatum","","Kofoid & Swezy, 1921"
8778,"SCOURFIELDIA",134535,NA,NA,874,895,988,134809,134887,NA,NA,"Plantae","Chlorophyta","Pedinophyceae","Scourfieldiales","Scourfieldiaceae","","Scourfieldia","","G.S. West, 1912"
8779,"SYNECHOCOCCUS",160572,NA,NA,871,910,926,1186,4134,NA,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Synechococcales","Synechococcaceae","","Synechococcus","","Nägeli, 1849"
8780,"Synedra actinastroides",175439,NA,NA,872,902,135739,1079,3835,3561,NA,"Chromista","Ochrophyta","Diatomeae","Fragilariales","Fragilariaceae","Synedra","Synedra actinastroides","","Lemm."
8781,"Synedra tabulata",149371,NA,NA,872,902,135739,1079,3835,3561,NA,"Chromista","Ochrophyta","Diatomeae","Fragilariales","Fragilariaceae","Synedra","Synedra tabulata","","(C. Agardh) Kützing, 1844"
8782,"Euglena hemichromata",163457,NA,NA,870,134772,NA,1069,3825,3008,NA,"Protozoa","Euglenozoa","","Euglenales","Euglenaceae","Euglena","Euglena hemichromata","","Skuja, 1948"
8783,"Peridinium balticum",110180,NA,NA,872,915,933,1147,4015,3372,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium balticum","","(Levander) Lemmermann"
8784,"EUGLENOPHYCEAE",19539,NA,NA,870,134772,NA,NA,NA,NA,NA,"Protozoa","Euglenozoa","","","","","Euglenophyceae","","Schoenichen, 1925"
8785,"Ocenebra erinaceus",140405,NA,NA,873,876,947,1121,3950,134966,NA,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocenebra","Ocenebra erinaceus","","(Linnaeus, 1758)"
8786,"CYPHONAUTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8787,"PINNULARIA",149208,NA,NA,872,902,135739,1119,134873,NA,NA,"Chromista","Ochrophyta","Diatomeae","Naviculales","Pinnulariaceae","","Pinnularia","","Ehrenberg, 1843"
8788,"Calycomonas ovalis",248105,NA,NA,872,902,927,134788,134826,NA,NA,"Chromista","Ochrophyta","Chrysophyceae","Chromalinales","Chrysococcaceae","","Calycomonas ovalis","","A. Wulff, 1919"
8789,"Chaetogaster diaphanus",137478,NA,NA,873,875,948,8195,NA,134916,NA,"Animalia","Annelida","Clitellata","Haplotaxida","","Chaetogaster","Chaetogaster diaphanus","","(Gruithuisen, 1828)"
8790,"Cyclotella caspia",163196,NA,NA,872,902,135739,1197,4120,2923,NA,"Chromista","Ochrophyta","Diatomeae","Thalassiosirales","Stephanodiscaceae","Cyclotella","Cyclotella caspia","","Grunow, 1878"
8791,"Harmothoe longisetis",130774,NA,NA,873,875,938,1150,4047,3075,NA,"Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe longisetis","","(Grube, 1863)"
8792,"IRREGULARIA",510499,NA,NA,873,909,967,NA,NA,NA,NA,"Animalia","Echinodermata","Echinoidea","","","","Irregularia","","Latreille, 1825"
8793,"Lilljeborgia macronyx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8794,"Erythrops elegans",119997,NA,NA,873,903,975,1116,3954,8190,NA,"Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Erythrops","Erythrops elegans","","(G.O. Sars, 1863)"
8795,"Eumida fusigera",156087,NA,NA,873,875,938,1150,4032,3010,NA,"Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida","Eumida fusigera","","Ushakov, 1972"
8796,"Fabricia sabella",130911,NA,NA,873,875,938,1165,4083,134931,NA,"Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Fabricia","Fabricia sabella","","(Ehrenberg, 1836)"
8797,"Idotea baltica",325483,NA,NA,873,903,975,1093,3878,3105,NA,"Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea baltica","","Pallas, 1772"
8798,"CHRYSOCOCCUS",248110,NA,NA,872,902,927,134789,3804,NA,NA,"Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","","Chrysococcus","","G.A. Klebs, 1892"
8799,"Gymnodinium wulffii",576265,NA,NA,872,915,933,1085,3856,3066,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium wulffii","","Schiller, 1933"
8800,"MICROMONACHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8801,"Crucigenia fenestrata",558759,NA,NA,874,895,943,NA,NA,2906,NA,"Plantae","Chlorophyta","Trebouxiophyceae","","","Crucigenia","Crucigenia fenestrata","","(Schmidle) Schmidle, 1900"
8802,"LAGERHEIMIA",178609,NA,NA,874,895,943,6578,3981,NA,NA,"Plantae","Chlorophyta","Trebouxiophyceae","Oocystales","Oocystaceae","","Lagerheimia","","R. Chodat, 1895"
8803,"Coscinodiscus oculus-iridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8804,"Coscinodiscus subbulliens",163191,NA,NA,872,902,135739,1046,3778,2899,NA,"Chromista","Ochrophyta","Diatomeae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus subbulliens","","E. Jørgensen, 1905"
8805,"EPIPYXIS",248119,NA,NA,872,902,927,134789,3804,NA,NA,"Chromista","Ochrophyta","Chrysophyceae","Chromulinales","Dinobryaceae","","Epipyxis","","C.C. Ehrenberg, 1838"
8806,"Euglena klebsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8807,"Gymnodinium arcticum",162529,NA,NA,872,915,933,1085,3856,3066,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium arcticum","","Wulff, 1919"
8808,"Gymnodinium latum",249716,NA,NA,872,915,933,1085,3856,3066,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium latum","","Skuja, 1948"
8809,"Navicula pusilla",149437,NA,NA,872,902,135739,1119,3960,3276,NA,"Chromista","Ochrophyta","Diatomeae","Naviculales","Naviculaceae","Navicula","Navicula pusilla","","W. Smith, 1853"
8810,"Stephanodiscus binderanus",163403,NA,NA,872,902,135739,1197,4120,3545,NA,"Chromista","Ochrophyta","Diatomeae","Thalassiosirales","Stephanodiscaceae","Stephanodiscus","Stephanodiscus binderanus","","(Kützing) W. Krieger, 1927"
8811,"Stephanodiscus rotula",163435,NA,NA,872,902,135739,1197,4120,3545,NA,"Chromista","Ochrophyta","Diatomeae","Thalassiosirales","Stephanodiscaceae","Stephanodiscus","Stephanodiscus rotula","","(Kützing) Hendey, 1964"
8812,"Ankistrodesmus spiralis",248095,NA,NA,874,895,929,NA,134814,134910,NA,"Plantae","Chlorophyta","Chlorophyceae","","Ankistrodesmaceae","Ankistrodesmus","Ankistrodesmus spiralis","","(W.B. Turner) Lemmerman, 1908"
8813,"Dinematomonas litorale",110653,NA,NA,870,134772,NA,1069,134868,134922,NA,"Protozoa","Euglenozoa","","Euglenales","Peranemaceae","Dinematomonas","Dinematomonas litorale","","(Skuja) Silva, 1960"
8814,"Eutreptia viridis",239029,NA,NA,870,134772,NA,1073,3831,3019,NA,"Protozoa","Euglenozoa","","Eutreptiales","Eutreptiaceae","Eutreptia","Eutreptia viridis","","Perty, 1852"
8815,"Katodinium fungiforme",109883,NA,NA,872,915,933,1085,3856,3114,NA,"Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Katodinium","Katodinium fungiforme","","(Annisimova) Loeblich III, 1965"
8816,"Lagerheimia citriformis",248128,NA,NA,874,895,943,6578,3981,NA,NA,"Plantae","Chlorophyta","Trebouxiophyceae","Oocystales","Oocystaceae","","Lagerheimia citriformis","","(Snow) Collins, 1909"
8817,"MALLOMONAS",249721,NA,NA,872,902,927,1188,134855,NA,NA,"Chromista","Ochrophyta","Chrysophyceae","Synurales","Mallomonadaceae","","Mallomonas","","Perty, 1852"
8818,"Nitzschia hungarica",149580,NA,NA,872,902,135739,1015,3700,3296,NA,"Chromista","Ochrophyta","Diatomeae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia hungarica","","Grunow, 1862"
8819,"Tetrastemma minutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8820,"Diploneis ovalis",149405,NA,NA,872,902,135739,1119,3806,2956,NA,"Chromista","Ochrophyta","Diatomeae","Naviculales","Diploneidaceae","Diploneis","Diploneis ovalis","","(Hilse in Rabenhorst) P.T. Cleve, 1891"
8821,"Monoraphidium convolutum",160592,NA,NA,874,895,929,NA,134814,3252,NA,"Plantae","Chlorophyta","Chlorophyceae","","Ankistrodesmaceae","Monoraphidium","Monoraphidium convolutum","","(Corda) Komárková-Legnerová, 1969"
8822,"Scenedesmus acutus",248155,NA,NA,874,895,929,NA,4089,3498,NA,"Plantae","Chlorophyta","Chlorophyceae","","Scenedesmaceae","Scenedesmus","Scenedesmus acutus","","Meyen, 1829"
8823,"Scenedesmus spinosus",248162,NA,NA,874,895,929,NA,4089,3498,NA,"Plantae","Chlorophyta","Chlorophyceae","","Scenedesmaceae","Scenedesmus","Scenedesmus spinosus","","Chodat"
8824,"Larus   ",137043,NA,NA,873,890,960,1031,3894,3136,NA,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus","","Linnaeus, 1758"
8825,"Tintinnopsis campanula",163913,NA,NA,872,898,964,1199,3769,3594,NA,"Chromista","Ciliophora","Spirotrichea","Tintinnida","Codonellidae","Tintinnopsis","Tintinnopsis campanula","","Ehrenberg, 1840"
8826,"Ceriodaphnia pulchella",148395,NA,NA,873,903,932,1061,3792,2852,NA,"Animalia","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Ceriodaphnia","Ceriodaphnia pulchella","","Sars, 1862"
8827,"Amphithopsis longicaudata",102158,NA,NA,873,903,975,1003,3721,NA,NA,"Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","","Amphithopsis longicaudata","","Boeck, 1861"
8828,"Aulacoseira islandica",149648,NA,NA,872,902,135739,1013,3698,2787,NA,"Chromista","Ochrophyta","Diatomeae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","Aulacoseira islandica","","(O.Müller) Simonsen, 1979"
8829,"Coscinodiscus commutatus",148991,NA,NA,872,902,135739,1046,3778,2899,NA,"Chromista","Ochrophyta","Diatomeae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus commutatus","","Grunow, 1884"
8830,"Glenodinium foliaceum",163146,NA,NA,872,915,933,1147,4015,3048,NA,"Chromista","Myzozoa","Dinophyceae","Peridiniales","Peridiniaceae","Glenodinium","Glenodinium foliaceum","","F.Stein, 1883"
8831,"Scenedesmus costato-granulatus",248157,NA,NA,874,895,929,NA,4089,3498,NA,"Plantae","Chlorophyta","Chlorophyceae","","Scenedesmaceae","Scenedesmus","Scenedesmus costato-granulatus","","Skuja, 1948"
8832,"Synedra nana",176238,NA,NA,872,902,135739,1079,3835,3561,NA,"Chromista","Ochrophyta","Diatomeae","Fragilariales","Fragilariaceae","Synedra","Synedra nana","","Meister, 1912"
8833,"Anabaena affinis",177629,NA,NA,871,910,926,1124,3969,2736,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Anabaena","Anabaena affinis","","Lemmermann, 1897"
8834,"Asterionella gracillima",149374,NA,NA,872,902,135739,1079,3835,2779,NA,"Chromista","Ochrophyta","Diatomeae","Fragilariales","Fragilariaceae","Asterionella","Asterionella gracillima","","(Hantzsch) Heiberg, 1863"
8835,"EUPODISCALES",149660,NA,NA,872,902,6577,NA,NA,NA,NA,"Chromista","Ochrophyta","Mediophyceae","","","","Eupodiscales","",""
8836,"Goniochloris triradiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",""
8837,"Nitzschia reversa",248140,NA,NA,872,902,135739,1015,3700,3296,NA,"Chromista","Ochrophyta","Diatomeae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia reversa","","W. Smith"
8838,"Nodularia harveyana",178477,NA,NA,871,910,926,1124,3969,3298,NA,"Bacteria","Cyanobacteria","Cyanophyceae","Nostocales","Nostocaceae","Nodularia","Nodularia harveyana","","(Thwaites) Thuret, 1875"
8839,"Scenedesmus subspicatus",248163,NA,NA,874,895,929,NA,4089,3498,NA,"Plantae","Chlorophyta","Chlorophyceae","","Scenedesmaceae","Scenedesmus","Scenedesmus subspicatus","","Chodat, 1926"
8840,"Praunus inermis",120178,NA,NA,873,903,975,1116,3954,134980,NA,"Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Praunus","Praunus inermis","","(Rathke, 1843)"
8841,"Calycomonas vangoorii",163983,NA,NA,872,902,927,134788,134826,NA,NA,"Chromista","Ochrophyta","Chrysophyceae","Chromalinales","Chrysococcaceae","","Calycomonas vangoorii","","(W.Conrad) J.W.G.Lund, 1960"
